Date,Hour,Time Block,Purchase Bid (MW),Sell Bid (MW),MCV (MW),Final Scheduled Volume (MW),MCP (Rs/MWh),timestamp,delivery_date,scraped_at_UTC,market
04-06-2022,8,07:30 - 07:45,5892.2,8793.7,4274.0,4274.0,3649.98,2022-06-04 07:30:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,8,07:45 - 08:00,5290.6,8818.1,3738.2,3738.2,3518.34,2022-06-04 07:45:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,9,08:00 - 08:15,4865.3,10214.3,3640.4,3640.4,3098.91,2022-06-04 08:00:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,9,08:15 - 08:30,4830.9,10772.8,3539.7,3539.7,3329.19,2022-06-04 08:15:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,9,08:30 - 08:45,4568.8,10853.0,3362.5,3362.5,3098.39,2022-06-04 08:30:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,9,08:45 - 09:00,4245.2,11186.6,3280.8,3280.8,2550.95,2022-06-04 08:45:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,10,09:00 - 09:15,4475.8,11244.2,3135.4,3135.4,2900.82,2022-06-04 09:00:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,10,09:15 - 09:30,4945.3,10689.3,3324.9,3324.9,3358.3,2022-06-04 09:15:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,10,09:30 - 09:45,5109.1,10504.1,3490.5,3490.5,3359.67,2022-06-04 09:30:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,10,09:45 - 10:00,5439.1,10576.6,3815.0,3815.0,3399.13,2022-06-04 09:45:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,11,10:00 - 10:15,5961.4,10487.0,3962.8,3962.8,3399.42,2022-06-04 10:00:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,11,10:15 - 10:30,6565.0,10469.5,4456.11,4456.11,3518.1,2022-06-04 10:15:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,11,10:30 - 10:45,6566.6,10292.3,4479.9,4479.9,3502.29,2022-06-04 10:30:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,11,10:45 - 11:00,6895.2,9959.6,4710.9,4710.9,3999.08,2022-06-04 10:45:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,12,11:00 - 11:15,6967.2,9727.1,4817.9,4817.9,4059.77,2022-06-04 11:00:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,12,11:15 - 11:30,6824.5,9714.3,4694.7,4694.7,4002.45,2022-06-04 11:15:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,12,11:30 - 11:45,6807.4,9486.8,4662.2,4662.2,4059.22,2022-06-04 11:30:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,12,11:45 - 12:00,7296.2,9544.4,5077.5,5077.5,4299.48,2022-06-04 11:45:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,13,12:00 - 12:15,7703.8,9622.1,5465.2,5465.2,4499.86,2022-06-04 12:00:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,13,12:15 - 12:30,8166.1,9762.0,5926.1,5926.1,4499.97,2022-06-04 12:15:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,13,12:30 - 12:45,8456.1,9574.8,6195.3,6195.3,4999.18,2022-06-04 12:30:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,13,12:45 - 13:00,8437.4,9112.0,6166.77,6166.76,5000.64,2022-06-04 12:45:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,14,13:00 - 13:15,8048.4,9299.6,5777.7,5777.7,4998.28,2022-06-04 13:00:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,14,13:15 - 13:30,8273.5,9189.0,5999.82,5999.82,5000.12,2022-06-04 13:15:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,14,13:30 - 13:45,9404.0,9133.3,6716.2,6716.2,6000.14,2022-06-04 13:30:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,14,13:45 - 14:00,9959.9,9076.6,6759.5,6759.5,6000.5,2022-06-04 13:45:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,15,14:00 - 14:15,9860.3,8594.6,6586.4,6586.4,6000.67,2022-06-04 14:00:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,15,14:15 - 14:30,10533.8,8504.8,6808.5,6808.5,6469.44,2022-06-04 14:15:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,15,14:30 - 14:45,10905.9,8668.5,7556.16,7556.16,8000.25,2022-06-04 14:30:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,15,14:45 - 15:00,11346.3,8445.5,7791.1,7791.1,9000.12,2022-06-04 14:45:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,16,15:00 - 15:15,11770.0,7766.2,6909.99,6909.99,8120.57,2022-06-04 15:00:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,16,15:15 - 15:30,11766.1,7756.2,7053.6,7053.6,10120.0,2022-06-04 15:15:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,16,15:30 - 15:45,11527.9,7644.6,6942.0,6942.0,9520.14,2022-06-04 15:30:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,16,15:45 - 16:00,11419.1,7632.3,6929.7,6929.7,9900.53,2022-06-04 15:45:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,17,16:00 - 16:15,9838.2,7685.0,6577.8,6577.8,6863.02,2022-06-04 16:00:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,17,16:15 - 16:30,9671.1,7749.7,6581.1,6581.1,6770.65,2022-06-04 16:15:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,17,16:30 - 16:45,9814.5,7808.3,6611.99,6611.99,6951.26,2022-06-04 16:30:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,17,16:45 - 17:00,9413.6,7653.7,6385.07,6385.07,6770.4,2022-06-04 16:45:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,18,17:00 - 17:15,9041.1,7723.1,6251.18,6251.18,6770.43,2022-06-04 17:00:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,18,17:15 - 17:30,8846.1,7736.4,6169.44,6169.44,6770.11,2022-06-04 17:15:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,18,17:30 - 17:45,8165.5,7800.7,5818.5,5818.5,6000.56,2022-06-04 17:30:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,18,17:45 - 18:00,7849.9,7743.2,5661.0,5661.0,6000.32,2022-06-04 17:45:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,19,18:00 - 18:15,7059.8,7620.6,5307.2,5307.2,5000.06,2022-06-04 18:00:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,19,18:15 - 18:30,7130.5,7657.0,5381.9,5381.9,4999.65,2022-06-04 18:15:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,19,18:30 - 18:45,7796.7,7536.6,5537.19,5537.19,6469.1,2022-06-04 18:30:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,19,18:45 - 19:00,8328.0,7185.6,6006.14,6006.14,8020.02,2022-06-04 18:45:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,20,19:00 - 19:15,10187.7,6785.6,6206.3,6206.3,8723.97,2022-06-04 19:00:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,20,19:15 - 19:30,10866.9,6871.4,6705.5,6705.5,12000.0,2022-06-04 19:15:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,20,19:30 - 19:45,11599.1,7206.6,7040.7,7040.7,12000.0,2022-06-04 19:30:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,20,19:45 - 20:00,12022.3,7510.6,7344.7,7344.7,12000.0,2022-06-04 19:45:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,21,20:00 - 20:15,11594.5,7768.6,7602.7,7602.7,12000.0,2022-06-04 20:00:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,21,20:15 - 20:30,11683.5,7972.9,7807.0,7807.0,12000.0,2022-06-04 20:15:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,21,20:30 - 20:45,11844.9,8449.9,8284.0,8284.0,12000.0,2022-06-04 20:30:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,21,20:45 - 21:00,11792.7,8418.7,8252.8,8252.8,12000.0,2022-06-04 20:45:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,22,21:00 - 21:15,12853.3,8509.6,8358.7,8358.7,12000.0,2022-06-04 21:00:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,22,21:15 - 21:30,13174.8,8481.8,8330.9,8330.9,12000.0,2022-06-04 21:15:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,22,21:30 - 21:45,13341.8,8420.5,8269.6,8269.6,12000.0,2022-06-04 21:30:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,22,21:45 - 22:00,13347.7,8508.4,8357.5,8357.5,12000.0,2022-06-04 21:45:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,23,22:00 - 22:15,12846.8,8422.5,8271.6,8271.6,12000.0,2022-06-04 22:00:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,23,22:15 - 22:30,13163.9,8169.2,8018.3,8018.3,12000.0,2022-06-04 22:15:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,23,22:30 - 22:45,13420.8,8231.1,8080.2,8080.2,12000.0,2022-06-04 22:30:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,23,22:45 - 23:00,13572.0,8221.1,8070.2,8070.2,12000.0,2022-06-04 22:45:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,24,23:00 - 23:15,13530.0,8114.8,7963.9,7963.9,12000.0,2022-06-04 23:00:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,24,23:15 - 23:30,13557.1,8136.9,7986.0,7986.0,12000.0,2022-06-04 23:15:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,24,23:30 - 23:45,13603.9,8254.8,8103.9,8103.9,12000.0,2022-06-04 23:30:00,2022-06-04,2025-08-24T06:00:52Z,DAM
04-06-2022,24,23:45 - 24:00,13028.7,8344.7,8193.8,8193.8,12000.0,2022-06-04 23:45:00,2022-06-04,2025-08-24T06:00:52Z,DAM
05-06-2022,1,00:00 - 00:15,15145.2,6520.1,6513.2,6513.2,12000.0,2022-06-05 00:00:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,1,00:15 - 00:30,14575.1,6343.2,6336.3,6336.3,12000.0,2022-06-05 00:15:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,1,00:30 - 00:45,14217.5,6201.6,6194.7,6194.7,12000.0,2022-06-05 00:30:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,1,00:45 - 01:00,14128.0,6043.3,6036.4,6036.4,12000.0,2022-06-05 00:45:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,2,01:00 - 01:15,14170.3,6112.9,6106.0,6106.0,12000.0,2022-06-05 01:00:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,2,01:15 - 01:30,13824.5,6116.4,6109.5,6109.5,12000.0,2022-06-05 01:15:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,2,01:30 - 01:45,13393.0,6252.0,6245.08,6245.08,12000.0,2022-06-05 01:30:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,2,01:45 - 02:00,13460.0,6228.1,6221.2,6221.2,12000.0,2022-06-05 01:45:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,3,02:00 - 02:15,13991.1,6400.0,6362.2,6362.2,12000.0,2022-06-05 02:00:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,3,02:15 - 02:30,14184.8,6347.7,6309.9,6309.9,12000.0,2022-06-05 02:15:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,3,02:30 - 02:45,14223.9,6273.8,6236.0,6236.0,12000.0,2022-06-05 02:30:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,3,02:45 - 03:00,13599.5,6461.7,6423.9,6423.9,12000.0,2022-06-05 02:45:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,4,03:00 - 03:15,13359.5,7212.4,6656.5,6656.5,9074.0,2022-06-05 03:00:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,4,03:15 - 03:30,12939.2,7340.7,6758.3,6758.3,9043.81,2022-06-05 03:15:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,4,03:30 - 03:45,12600.5,7348.9,6766.5,6766.5,9026.85,2022-06-05 03:30:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,4,03:45 - 04:00,12463.9,7299.8,6432.9,6432.9,8517.54,2022-06-05 03:45:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,5,04:00 - 04:15,12175.0,7469.8,6618.2,6618.2,8575.94,2022-06-05 04:00:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,5,04:15 - 04:30,12258.1,7525.7,6958.6,6958.6,9000.25,2022-06-05 04:15:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,5,04:30 - 04:45,12119.6,7409.5,6879.9,6879.9,9000.21,2022-06-05 04:30:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,5,04:45 - 05:00,11736.5,7570.1,6756.0,6756.0,8384.73,2022-06-05 04:45:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,6,05:00 - 05:15,9772.8,7783.7,6301.7,6301.7,6009.43,2022-06-05 05:00:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,6,05:15 - 05:30,10024.2,7506.4,6207.48,6207.48,6891.42,2022-06-05 05:15:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,6,05:30 - 05:45,10076.4,7673.1,6497.84,6497.84,6989.85,2022-06-05 05:30:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,6,05:45 - 06:00,10065.1,7358.1,6189.97,6189.97,7660.05,2022-06-05 05:45:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,7,06:00 - 06:15,9879.9,8009.2,6112.9,6112.9,6443.19,2022-06-05 06:00:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,7,06:15 - 06:30,9584.6,7799.4,5837.66,5837.66,6934.64,2022-06-05 06:15:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,7,06:30 - 06:45,9045.9,7682.5,5391.46,5391.46,6532.78,2022-06-05 06:30:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,7,06:45 - 07:00,8210.6,8170.8,5049.1,5049.1,4998.13,2022-06-05 06:45:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,8,07:00 - 07:15,6991.5,8299.3,4618.5,4618.5,4300.82,2022-06-05 07:00:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,8,07:15 - 07:30,6456.7,8625.9,4701.5,4701.5,4030.72,2022-06-05 07:15:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,8,07:30 - 07:45,6317.8,8603.5,4620.1,4620.1,4017.61,2022-06-05 07:30:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,8,07:45 - 08:00,5982.5,9080.7,4529.4,4529.4,3649.57,2022-06-05 07:45:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,9,08:00 - 08:15,5554.9,10182.8,4508.4,4508.4,3209.51,2022-06-05 08:00:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,9,08:15 - 08:30,5353.8,10633.3,4436.0,4436.0,3150.41,2022-06-05 08:15:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,9,08:30 - 08:45,4829.5,10948.5,4364.79,4364.79,2780.73,2022-06-05 08:30:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,9,08:45 - 09:00,4469.3,11392.7,4210.8,4210.8,1656.11,2022-06-05 08:45:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,10,09:00 - 09:15,3883.3,11141.7,3733.2,3733.2,1499.74,2022-06-05 09:00:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,10,09:15 - 09:30,3831.7,11309.5,3681.6,3681.6,1499.62,2022-06-05 09:15:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,10,09:30 - 09:45,3649.0,11532.7,3498.9,3498.9,1499.45,2022-06-05 09:30:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,10,09:45 - 10:00,3606.4,11841.0,3456.3,3456.3,1499.38,2022-06-05 09:45:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,11,10:00 - 10:15,3561.9,12439.9,3298.69,3298.69,1499.28,2022-06-05 10:00:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,11,10:15 - 10:30,4445.4,12693.4,4182.2,4182.2,1499.7,2022-06-05 10:15:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,11,10:30 - 10:45,4767.0,12674.4,4503.79,4503.79,1499.93,2022-06-05 10:30:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,11,10:45 - 11:00,4999.5,12331.2,4680.0,4680.0,1979.86,2022-06-05 10:45:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,12,11:00 - 11:15,5444.8,12471.3,4845.4,4845.4,2622.39,2022-06-05 11:00:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,12,11:15 - 11:30,5636.8,12475.7,4979.8,4979.8,2730.24,2022-06-05 11:15:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,12,11:30 - 11:45,5849.1,12356.0,4888.1,4888.1,2960.0,2022-06-05 11:30:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,12,11:45 - 12:00,6066.1,12079.3,4763.4,4763.4,3020.23,2022-06-05 11:45:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,13,12:00 - 12:15,6094.3,12090.9,4899.5,4899.5,2960.69,2022-06-05 12:00:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,13,12:15 - 12:30,6592.5,11916.9,5025.5,5025.5,3150.6,2022-06-05 12:15:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,13,12:30 - 12:45,6719.8,11575.6,5034.7,5034.7,3299.34,2022-06-05 12:30:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,13,12:45 - 13:00,6888.2,11434.6,5182.8,5182.8,3399.26,2022-06-05 12:45:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,14,13:00 - 13:15,6429.4,11413.4,4943.2,4943.2,3209.05,2022-06-05 13:00:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,14,13:15 - 13:30,6374.9,11225.6,4889.1,4889.1,3209.34,2022-06-05 13:15:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,14,13:30 - 13:45,7351.0,10946.2,5638.41,5638.41,3518.08,2022-06-05 13:30:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,14,13:45 - 14:00,7722.3,10515.3,5773.1,5773.1,3999.76,2022-06-05 13:45:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,15,14:00 - 14:15,7901.6,10102.0,5703.0,5703.0,4250.8,2022-06-05 14:00:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,15,14:15 - 14:30,8095.0,9857.3,5794.22,5794.22,4989.35,2022-06-05 14:15:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,15,14:30 - 14:45,8321.5,9344.1,6023.4,6023.4,4999.33,2022-06-05 14:30:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,15,14:45 - 15:00,8685.1,8701.7,6216.2,6216.2,5500.38,2022-06-05 14:45:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,16,15:00 - 15:15,8821.4,8210.4,6044.3,6044.3,5500.99,2022-06-05 15:00:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,16,15:15 - 15:30,8966.1,8036.1,6177.3,6177.3,6099.17,2022-06-05 15:15:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,16,15:30 - 15:45,9194.3,7890.4,6394.2,6394.2,6822.49,2022-06-05 15:30:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,16,15:45 - 16:00,9154.5,7726.6,6345.1,6345.1,7999.22,2022-06-05 15:45:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,17,16:00 - 16:15,8110.7,7548.9,5595.4,5595.4,5998.12,2022-06-05 16:00:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,17,16:15 - 16:30,7933.9,7531.3,5503.0,5503.0,6099.27,2022-06-05 16:15:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,17,16:30 - 16:45,7908.5,7588.8,5480.3,5480.3,6099.2,2022-06-05 16:30:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,17,16:45 - 17:00,7385.2,7665.0,5208.87,5208.87,4999.6,2022-06-05 16:45:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,18,17:00 - 17:15,7248.0,7763.0,5020.5,5020.5,5500.18,2022-06-05 17:00:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,18,17:15 - 17:30,7435.0,7839.4,5081.6,5081.6,5619.26,2022-06-05 17:15:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,18,17:30 - 17:45,7219.7,7840.2,5087.0,5087.0,6469.21,2022-06-05 17:30:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,18,17:45 - 18:00,7159.4,7877.3,5061.2,5061.2,5526.47,2022-06-05 17:45:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,19,18:00 - 18:15,6090.7,7572.0,4353.8,4353.8,4998.04,2022-06-05 18:00:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,19,18:15 - 18:30,6025.6,7557.2,4288.82,4288.82,4989.38,2022-06-05 18:15:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,19,18:30 - 18:45,6343.8,7775.0,4604.7,4604.7,5000.07,2022-06-05 18:30:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,19,18:45 - 19:00,6687.8,7139.9,4883.2,4883.2,5049.27,2022-06-05 18:45:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,20,19:00 - 19:15,9381.0,6394.5,5939.2,5939.2,9038.7,2022-06-05 19:00:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,20,19:15 - 19:30,9958.1,6583.5,6206.47,6206.47,10333.23,2022-06-05 19:15:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,20,19:30 - 19:45,10671.3,6613.4,6534.5,6534.5,11843.13,2022-06-05 19:30:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,20,19:45 - 20:00,11069.2,6788.6,6709.7,6709.7,11939.78,2022-06-05 19:45:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,21,20:00 - 20:15,10637.6,7179.6,6739.3,6739.3,10000.96,2022-06-05 20:00:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,21,20:15 - 20:30,10544.5,7363.7,6923.4,6923.4,10000.6,2022-06-05 20:15:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,21,20:30 - 20:45,10596.3,7982.7,7542.4,7542.4,9000.22,2022-06-05 20:30:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,21,20:45 - 21:00,10320.0,8176.7,7338.03,7338.03,8723.67,2022-06-05 20:45:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,22,21:00 - 21:15,11572.8,8157.2,7775.0,7775.0,10000.52,2022-06-05 21:00:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,22,21:15 - 21:30,12043.8,8038.0,8000.1,8000.1,11612.63,2022-06-05 21:15:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,22,21:30 - 21:45,12141.6,7988.8,7950.9,7950.9,11977.53,2022-06-05 21:30:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,22,21:45 - 22:00,12264.8,7925.0,7907.1,7907.1,12000.0,2022-06-05 21:45:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,23,22:00 - 22:15,11674.5,7907.8,7880.9,7880.9,11824.33,2022-06-05 22:00:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,23,22:15 - 22:30,12152.7,7518.9,7512.0,7512.0,12000.0,2022-06-05 22:15:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,23,22:30 - 22:45,12532.1,7675.3,7668.4,7668.4,12000.0,2022-06-05 22:30:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,23,22:45 - 23:00,12474.3,7633.2,7626.29,7626.29,12000.0,2022-06-05 22:45:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,24,23:00 - 23:15,12540.0,7841.0,7834.1,7834.1,12000.0,2022-06-05 23:00:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,24,23:15 - 23:30,12375.4,7882.2,7875.3,7875.3,12000.0,2022-06-05 23:15:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,24,23:30 - 23:45,12296.7,8095.4,7951.92,7951.92,10333.78,2022-06-05 23:30:00,2022-06-05,2025-08-24T06:00:54Z,DAM
05-06-2022,24,23:45 - 24:00,12239.5,8083.2,7902.12,7902.12,10333.65,2022-06-05 23:45:00,2022-06-05,2025-08-24T06:00:54Z,DAM
06-06-2022,1,00:00 - 00:15,14427.3,7809.5,7798.7,7798.7,12000.0,2022-06-06 00:00:00,2022-06-06,2025-08-24T06:00:56Z,DAM
06-06-2022,1,00:15 - 00:30,13940.3,7782.9,7772.08,7772.08,12000.0,2022-06-06 00:15:00,2022-06-06,2025-08-24T06:00:56Z,DAM
06-06-2022,1,00:30 - 00:45,13414.8,7799.4,7788.6,7788.6,12000.0,2022-06-06 00:30:00,2022-06-06,2025-08-24T06:00:56Z,DAM
06-06-2022,1,00:45 - 01:00,13283.2,7824.7,7813.9,7813.9,12000.0,2022-06-06 00:45:00,2022-06-06,2025-08-24T06:00:56Z,DAM
06-06-2022,2,01:00 - 01:15,13542.4,7984.8,7973.99,7973.99,12000.0,2022-06-06 01:00:00,2022-06-06,2025-08-24T06:00:56Z,DAM
