state,consumer_category,sub-category,supply_voltage_category,supply_voltage,month,tod_start_time,tod_end_time,base_energy_rate,base_energy_unit,tod_charge_percent,energy_rate
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",202609,10:00,19:00,6.8,kVAh,0,6.8
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",202609,19:00,3:00,7.82,kVAh,15,8.993
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",202609,3:00,5:00,6.8,kVAh,0,6.8
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",202610,5:00,11:00,6.8,kVAh,0,6.8
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",202610,11:00,17:00,6.8,kVAh,0,6.8
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",202610,17:00,23:00,7.82,kVAh,15,8.993
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",202610,23:00,5:00,5.78,kVAh,-15,4.913
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",202611,5:00,11:00,6.8,kVAh,0,6.8
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",202611,11:00,17:00,6.8,kVAh,0,6.8
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",202611,17:00,23:00,7.82,kVAh,15,8.993
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",202611,23:00,5:00,5.78,kVAh,-15,4.913
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",202612,5:00,11:00,6.8,kVAh,0,6.8
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",202612,11:00,17:00,6.8,kVAh,0,6.8
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",202612,17:00,23:00,7.82,kVAh,15,8.993
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",202612,23:00,5:00,5.78,kVAh,-15,4.913
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",202701,5:00,11:00,6.8,kVAh,0,6.8
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",202701,11:00,17:00,6.8,kVAh,0,6.8
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",202701,17:00,23:00,7.82,kVAh,15,8.993
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",202701,23:00,5:00,5.78,kVAh,-15,4.913
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",202702,5:00,11:00,6.8,kVAh,0,6.8
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",202702,11:00,17:00,6.8,kVAh,0,6.8
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",202702,17:00,23:00,7.82,kVAh,15,8.993
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",202702,23:00,5:00,5.78,kVAh,-15,4.913
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",202703,5:00,11:00,6.8,kVAh,0,6.8
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",202703,11:00,17:00,6.8,kVAh,0,6.8
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",202703,17:00,23:00,7.82,kVAh,15,8.993
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 11 kV to 66 kV,"33,66",202703,23:00,5:00,5.78,kVAh,-15,4.913
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,202604,5:00,10:00,5.44,kVAh,-15,4.624
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,202604,10:00,19:00,6.4,kVAh,0,6.4
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,202604,19:00,3:00,7.36,kVAh,15,8.464
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,202604,3:00,5:00,6.4,kVAh,0,6.4
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,202605,5:00,10:00,5.44,kVAh,-15,4.624
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,202605,10:00,19:00,6.4,kVAh,0,6.4
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,202605,19:00,3:00,7.36,kVAh,15,8.464
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,202605,3:00,5:00,6.4,kVAh,0,6.4
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,202606,5:00,10:00,5.44,kVAh,-15,4.624
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,202606,10:00,19:00,6.4,kVAh,0,6.4
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,202606,19:00,3:00,7.36,kVAh,15,8.464
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,202606,3:00,5:00,6.4,kVAh,0,6.4
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,202607,5:00,10:00,5.44,kVAh,-15,4.624
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,202607,10:00,19:00,6.4,kVAh,0,6.4
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,202607,19:00,3:00,7.36,kVAh,15,8.464
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,202607,3:00,5:00,6.4,kVAh,0,6.4
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,202608,5:00,10:00,5.44,kVAh,-15,4.624
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,202608,10:00,19:00,6.4,kVAh,0,6.4
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,202608,19:00,3:00,7.36,kVAh,15,8.464
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,202608,3:00,5:00,6.4,kVAh,0,6.4
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,202609,5:00,10:00,5.44,kVAh,-15,4.624
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,202609,10:00,19:00,6.4,kVAh,0,6.4
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,202609,19:00,3:00,7.36,kVAh,15,8.464
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,202609,3:00,5:00,6.4,kVAh,0,6.4
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,202610,5:00,11:00,6.4,kVAh,0,6.4
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,202610,11:00,17:00,6.4,kVAh,0,6.4
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,202610,17:00,23:00,7.36,kVAh,15,8.464
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,202610,23:00,5:00,5.44,kVAh,-15,4.624
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,202611,5:00,11:00,6.4,kVAh,0,6.4
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,202611,11:00,17:00,6.4,kVAh,0,6.4
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,202611,17:00,23:00,7.36,kVAh,15,8.464
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,202611,23:00,5:00,5.44,kVAh,-15,4.624
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,202612,5:00,11:00,6.4,kVAh,0,6.4
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,202612,11:00,17:00,6.4,kVAh,0,6.4
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,202612,17:00,23:00,7.36,kVAh,15,8.464
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,202612,23:00,5:00,5.44,kVAh,-15,4.624
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,202701,5:00,11:00,6.4,kVAh,0,6.4
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,202701,11:00,17:00,6.4,kVAh,0,6.4
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,202701,17:00,23:00,7.36,kVAh,15,8.464
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,202701,23:00,5:00,5.44,kVAh,-15,4.624
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,202702,5:00,11:00,6.4,kVAh,0,6.4
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,202702,11:00,17:00,6.4,kVAh,0,6.4
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,202702,17:00,23:00,7.36,kVAh,15,8.464
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,202702,23:00,5:00,5.44,kVAh,-15,4.624
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,202703,5:00,11:00,6.4,kVAh,0,6.4
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,202703,11:00,17:00,6.4,kVAh,0,6.4
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,202703,17:00,23:00,7.36,kVAh,15,8.464
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 66 kV to 132 kV,132,202703,23:00,5:00,5.44,kVAh,-15,4.624
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,"220,400,765",202604,5:00,10:00,5.185,kVAh,-15,4.40725
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,"220,400,765",202604,10:00,19:00,6.1,kVAh,0,6.1
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,—,202604,19:00,3:00,7.015,kVAh,15,8.06725
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,—,202604,3:00,5:00,6.1,kVAh,0,6.1
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,—,202605,5:00,10:00,5.185,kVAh,-15,4.40725
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,—,202605,10:00,19:00,6.1,kVAh,0,6.1
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,—,202605,19:00,3:00,7.015,kVAh,15,8.06725
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,—,202605,3:00,5:00,6.1,kVAh,0,6.1
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,—,202606,5:00,10:00,5.185,kVAh,-15,4.40725
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,—,202606,10:00,19:00,6.1,kVAh,0,6.1
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,—,202606,19:00,3:00,7.015,kVAh,15,8.06725
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,—,202606,3:00,5:00,6.1,kVAh,0,6.1
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,—,202607,5:00,10:00,5.185,kVAh,-15,4.40725
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,—,202607,10:00,19:00,6.1,kVAh,0,6.1
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,—,202607,19:00,3:00,7.015,kVAh,15,8.06725
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,—,202607,3:00,5:00,6.1,kVAh,0,6.1
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,—,202608,5:00,10:00,5.185,kVAh,-15,4.40725
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,—,202608,10:00,19:00,6.1,kVAh,0,6.1
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,—,202608,19:00,3:00,7.015,kVAh,15,8.06725
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,—,202608,3:00,5:00,6.1,kVAh,0,6.1
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,—,202609,5:00,10:00,5.185,kVAh,-15,4.40725
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,—,202609,10:00,19:00,6.1,kVAh,0,6.1
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,—,202609,19:00,3:00,7.015,kVAh,15,8.06725
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,—,202609,3:00,5:00,6.1,kVAh,0,6.1
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,—,202610,5:00,11:00,6.1,kVAh,0,6.1
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,—,202610,11:00,17:00,6.1,kVAh,0,6.1
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,—,202610,17:00,23:00,7.015,kVAh,15,8.06725
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,—,202610,23:00,5:00,5.185,kVAh,-15,4.40725
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,—,202611,5:00,11:00,6.1,kVAh,0,6.1
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,—,202611,11:00,17:00,6.1,kVAh,0,6.1
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,—,202611,17:00,23:00,7.015,kVAh,15,8.06725
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,—,202611,23:00,5:00,5.185,kVAh,-15,4.40725
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,—,202612,5:00,11:00,6.1,kVAh,0,6.1
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,—,202612,11:00,17:00,6.1,kVAh,0,6.1
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,—,202612,17:00,23:00,7.015,kVAh,15,8.06725
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,—,202612,23:00,5:00,5.185,kVAh,-15,4.40725
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,—,202701,5:00,11:00,6.1,kVAh,0,6.1
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,—,202701,11:00,17:00,6.1,kVAh,0,6.1
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,—,202701,17:00,23:00,7.015,kVAh,15,8.06725
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,—,202701,23:00,5:00,5.185,kVAh,-15,4.40725
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,—,202702,5:00,11:00,6.1,kVAh,0,6.1
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,—,202702,11:00,17:00,6.1,kVAh,0,6.1
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,—,202702,17:00,23:00,7.015,kVAh,15,8.06725
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,—,202702,23:00,5:00,5.185,kVAh,-15,4.40725
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,—,202703,5:00,11:00,6.1,kVAh,0,6.1
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,—,202703,11:00,17:00,6.1,kVAh,0,6.1
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,—,202703,17:00,23:00,7.015,kVAh,15,8.06725
Uttar Pradesh,HV-2,Urban Schedule (Large & Heavy Power),Above 132 kV,—,202703,23:00,5:00,5.185,kVAh,-15,4.40725
